symbol,strategy,entry_time,direction,trend,btc_regime,regime,entry,stop_loss,tp1,tp2,rr,actual_rr,rsi,rsi_dir,ema_spread_pct,atr_pct,pb_candles,entry_body_pct,ema21_dist_pct,entry_delay_1h,size_multiplier,risk_usd,position_size,outcome,exit_price,exit_reason,candles_held,pnl
SOL/USDT,S5,2026-03-13 12:00,LONG,range,n/a,TRANSITIONAL,90.33,87.131825,96.72635,103.1227,2.0,-1.0,64.7,,5.43,2.25,,,,0,0.5,15.0,4.6902,sl,87.131825,stop_loss,18,-15.0
FET/USDT,S5,2026-03-16 08:00,LONG,range,n/a,TRENDING,0.2075,0.189757,0.242986,0.278472,2.0,2.12,73.4,,21.21,3.8,,,,0,1.5,45.0,2536.2115,tp1+trail,0.245073,trail_stop,9,92.65
LTC/USDT,S5,2026-03-16 08:00,LONG,range,n/a,TRANSITIONAL,57.4,55.43376,61.33248,65.26496,2.0,-1.0,71.8,,3.52,1.35,,,,0,0.25,12.5,6.3573,sl,55.43376,stop_loss,55,-12.5
TAO/USDT,S5,2026-03-16 12:00,LONG,range,n/a,TRENDING,293.6,263.902367,352.995266,412.390532,2.0,-1.0,75.4,,30.25,4.56,,,,0,1.5,45.0,1.5153,sl,263.902367,stop_loss,50,-45.0
ENA/USDT,S5,2026-03-16 16:00,LONG,range,n/a,TRANSITIONAL,0.1171,0.113782,0.123736,0.130372,2.0,-1.0,68.8,,9.21,2.42,,,,0,0.5,15.0,4520.7957,sl,0.113782,stop_loss,42,-15.0
TON/USDT,S5,2026-03-23 20:00,LONG,range,n/a,TRANSITIONAL,1.305,1.279828,1.355344,1.405688,2.0,-1.0,64.4,,4.25,1.71,,,,0,0.25,7.5,297.9501,sl,1.279828,stop_loss,69,-7.5
TAO/USDT,S5,2026-03-24 20:00,LONG,range,n/a,TRENDING,327.4,292.100772,397.998456,468.596912,2.0,-0.48,70.7,,16.18,4.64,,,,0,1.5,45.0,1.2748,timeout,310.4,timeout,240,-21.67
FET/USDT,S5,2026-03-25 12:00,LONG,range,n/a,TRENDING,0.2603,0.238774,0.303352,0.346404,2.0,-1.0,74.0,,23.02,4.55,,,,0,1.5,45.0,2090.4952,sl,0.238774,stop_loss,21,-45.0
ETH/USDT,S5,2026-03-28 12:00,SHORT,range,n/a,RANGING,1997.64,2027.667804,1937.584392,1877.528784,2.0,-1.0,32.7,,10.18,1.72,,,,0,0.25,7.5,0.2498,sl,2027.667804,stop_loss,1,-7.5
SOL/USDT,S5,2026-03-28 12:00,SHORT,range,n/a,RANGING,82.94,84.828784,79.162432,75.384864,2.0,0.73,33.3,,12.03,1.93,,,,0,0.25,7.5,3.9708,tp1+trail,81.558782,trail_stop,35,10.24
INJ/USDT,S5,2026-03-28 12:00,SHORT,range,n/a,TRANSITIONAL,2.865,2.94165,2.7117,2.5584,2.0,-1.0,36.4,,8.04,1.79,,,,0,0.25,7.5,97.8474,sl,2.94165,stop_loss,44,-7.5
TRUMP/USDT,S5,2026-03-28 12:00,SHORT,range,n/a,TRENDING,2.976,3.072034,2.783932,2.591864,2.0,-1.0,30.2,,12.53,2.09,,,,0,0.5,15.0,156.1947,sl,3.072034,stop_loss,68,-15.0
WLD/USDT,S3,2026-03-30 13:00,SHORT,bear,bear,TRENDING,0.2785,0.288554,0.2433,0.221796,2.49,3.49,46.6,-3.6,5.93,3.25,3.0,82.3,-0.377,0,1.5,45.0,4475.8305,tp1+trail,0.243454,trail_stop,153,157.21
NEAR/USDT,S3,2026-03-30 15:00,SHORT,bear,bear,TRENDING,1.18,1.202632,1.075724,0.971448,2.0,-1.0,43.5,-2.6,3.45,2.05,2.0,53.8,-0.691,2,0.5,15.0,662.7784,sl,1.202632,stop_loss,10,-15.0
ME/USDT,S3,2026-03-30 18:00,SHORT,bear,bear,TRENDING,0.099,0.100524,0.091706,0.084712,2.0,-1.0,43.3,-7.4,3.53,1.82,3.0,77.8,-0.555,1,0.25,7.5,4921.2598,sl,0.100524,stop_loss,31,-7.5
HBAR/USDT,S5,2026-03-31 08:00,SHORT,range,n/a,TRANSITIONAL,0.08558,0.089193,0.078354,0.071128,2.0,-1.0,29.5,,4.1,1.78,,,,0,0.25,7.5,2075.8373,sl,0.089193,stop_loss,20,-7.5
UNI/USDT,S5,2026-04-03 16:00,SHORT,range,n/a,TRANSITIONAL,3.168,3.299475,2.90505,2.6421,2.0,-1.0,32.0,,12.17,2.74,,,,0,0.5,15.0,114.0901,sl,3.299475,stop_loss,103,-15.0
ENA/USDT,S5,2026-04-03 16:00,SHORT,range,n/a,TRANSITIONAL,0.0806,0.083981,0.073838,0.067076,2.0,-1.0,31.2,,17.3,3.18,,,,0,1.5,45.0,13309.6717,sl,0.083981,stop_loss,71,-45.0
ZEC/USDT,S5,2026-04-07 04:00,LONG,range,n/a,TRANSITIONAL,254.88,244.838047,274.963906,295.047812,2.0,5.83,60.4,,10.01,2.76,,,,0,0.5,15.0,1.4937,tp1+trail,313.416094,trail_stop,17,58.72
ALT/USDT,S5,2026-04-08 00:00,LONG,range,n/a,TRANSITIONAL,0.00667,0.006216,0.007578,0.008486,2.0,3.57,61.3,,9.09,4.33,,,,0,1.5,45.0,99118.9427,tp1+trail,0.008291,trail_stop,199,125.34
ZEC/USDT,S5,2026-04-08 00:00,LONG,range,n/a,TRANSITIONAL,320.78,253.308777,455.722446,590.664892,2.0,0.23,86.9,,11.0,3.53,,,,0,1.5,75.0,1.1116,timeout,336.08,timeout,240,17.01
BTC/USDT,S5,2026-04-08 08:00,LONG,range,n/a,RANGING,71627.59,70730.316844,73422.136312,75216.682624,2.0,-1.0,69.9,,7.25,1.43,,,,0,0.25,12.5,0.0139,sl,70730.316844,stop_loss,6,-12.5
NEAR/USDT,S5,2026-04-08 08:00,LONG,range,n/a,TRANSITIONAL,1.351,1.269624,1.513752,1.676504,2.0,0.7,71.4,,6.5,2.28,,,,0,0.5,25.0,307.2159,timeout,1.408,timeout,240,17.51
TON/USDT,S5,2026-04-10 08:00,LONG,range,n/a,RANGING,1.282,1.220301,1.405398,1.528796,2.0,1.81,58.2,,6.19,2.29,,,,0,0.5,25.0,405.193,tp1+trail,1.393903,trail_stop,32,47.67
DASH/USDT,S5,2026-04-10 12:00,LONG,range,n/a,RANGING,42.12,34.565448,57.229104,72.338208,2.0,-1.0,86.9,,17.22,3.87,,,,0,1.5,75.0,9.9278,sl,34.565448,stop_loss,198,-75.0
LUNC/USDT,S5,2026-04-11 00:00,LONG,range,n/a,TRENDING,4.1e-05,3.7e-05,4.8e-05,5.5e-05,2.01,1.5,76.7,,7.71,2.17,,,,0,0.5,25.0,6250000.0,tp1+trail,4.7e-05,trail_stop,146,40.09
TRX/USDT,S5,2026-04-13 08:00,LONG,range,n/a,TRENDING,0.3217,0.319783,0.325534,0.329368,2.0,-1.0,59.7,,1.52,0.45,,,,0,0.25,12.5,6520.6051,sl,0.319783,stop_loss,6,-12.5
AAVE/USDT,S5,2026-04-15 00:00,LONG,range,n/a,TRANSITIONAL,99.99,95.77355,108.4229,116.8558,2.0,1.09,59.9,,13.95,2.83,,,,0,1.5,75.0,17.7875,tp1+trail,104.59065,trail_stop,37,115.92
DOGE/USDT,S5,2026-04-16 04:00,LONG,range,n/a,RANGING,0.09702,0.093521,0.104018,0.111016,2.0,-1.0,64.9,,6.61,1.81,,,,0,0.25,12.5,3572.4493,sl,0.093521,stop_loss,75,-12.5
LTC/USDT,S5,2026-04-16 08:00,LONG,range,n/a,RANGING,55.57,54.489702,57.730596,59.891192,2.0,-1.0,62.2,,5.04,1.15,,,,0,0.25,12.5,11.5709,sl,54.489702,stop_loss,84,-12.5
CHZ/USDT,S5,2026-04-16 12:00,LONG,range,n/a,TRANSITIONAL,0.0435,0.037406,0.055688,0.067876,2.0,1.06,77.9,,6.88,2.87,,,,0,1.5,75.0,12307.1874,timeout,0.04993,timeout,240,79.14
DOT/USDT,S5,2026-04-16 16:00,LONG,range,n/a,TRENDING,1.327,1.228846,1.523308,1.719616,2.0,-1.0,70.4,,9.6,2.59,,,,0,0.5,25.0,254.7018,sl,1.228846,stop_loss,169,-25.0
FIL/USDT,S5,2026-04-16 16:00,LONG,range,n/a,TRANSITIONAL,1.014,0.948913,1.144174,1.274348,2.0,-1.0,78.4,,12.39,2.38,,,,0,0.5,25.0,384.1013,sl,0.948913,stop_loss,43,-25.0
APT/USDT,S5,2026-04-16 16:00,LONG,range,n/a,TRANSITIONAL,0.988,0.905592,1.152816,1.317632,2.0,0.0,78.9,,12.91,2.51,,,,0,0.5,25.0,303.3686,timeout,0.988,timeout,240,0.0
AAVE/USDT,S5,2026-04-16 16:00,LONG,range,n/a,TRANSITIONAL,109.9,103.217053,123.265894,136.631788,2.0,-1.0,69.8,,20.22,2.81,,,,0,1.5,75.0,11.2226,sl,103.217053,stop_loss,50,-75.0
PENGU/USDT,S5,2026-04-16 16:00,LONG,range,n/a,TRANSITIONAL,0.00758,0.007139,0.008462,0.009344,2.0,-1.0,67.1,,15.68,3.18,,,,0,1.5,75.0,170068.0272,sl,0.007139,stop_loss,58,-75.0
UNI/USDT,S5,2026-04-17 08:00,LONG,range,n/a,TRANSITIONAL,3.4,3.291874,3.616252,3.832504,2.0,-1.0,65.2,,9.75,2.07,,,,0,0.5,25.0,231.2117,sl,3.291874,stop_loss,42,-25.0
PENGU/USDT,S5,2026-04-22 04:00,LONG,range,n/a,RANGING,0.007972,0.007306,0.009304,0.010636,2.0,2.72,63.0,,12.42,3.33,,,,0,1.5,75.0,112612.6126,tp1+trail,0.009783,trail_stop,118,176.97
BCH/USDT,S5,2026-04-22 08:00,LONG,range,n/a,TRANSITIONAL,469.9,444.357654,520.984692,572.069384,2.0,-1.0,74.3,,2.54,1.34,,,,0,0.25,12.5,0.4894,sl,444.357654,stop_loss,150,-12.5
BTC/USDT,S5,2026-04-22 12:00,LONG,range,n/a,TRANSITIONAL,78300.0,76855.64399,81188.71202,84077.42404,2.0,-1.0,65.7,,4.04,1.3,,,,0,0.25,12.5,0.0087,sl,76855.64399,stop_loss,123,-12.5
NEAR/USDT,S5,2026-04-22 12:00,LONG,range,n/a,TRANSITIONAL,1.424,1.385425,1.50115,1.5783,2.0,-1.0,61.4,,5.62,1.91,,,,0,0.25,12.5,324.0441,sl,1.385425,stop_loss,15,-12.5
ATOM/USDT,S5,2026-04-25 04:00,LONG,range,n/a,RANGING,2.03,1.93015,2.2297,2.4294,2.0,-1.0,78.5,,9.31,1.56,,,,0,0.25,12.5,125.1878,sl,1.93015,stop_loss,107,-12.5
ALGO/USDT,S5,2026-04-25 20:00,LONG,range,n/a,TRANSITIONAL,0.1177,0.111729,0.129642,0.141584,2.0,-1.0,75.8,,13.41,2.5,,,,0,0.5,25.0,4186.9034,sl,0.111729,stop_loss,66,-25.0
LUNC/USDT,S5,2026-04-27 12:00,LONG,range,n/a,TRENDING,6.1e-05,5.6e-05,7.2e-05,8.2e-05,2.04,2.4,72.1,,22.35,4.5,,,,0,1.5,75.0,15000000.0,tp1+trail,7.3e-05,trail_stop,73,176.03
PENGU/USDT,S5,2026-04-28 00:00,LONG,range,n/a,TRENDING,0.010329,0.00921,0.012567,0.014805,2.0,0.0,72.5,,14.94,4.53,,,,0,1.5,75.0,67024.1287,timeout,0.010329,timeout,240,0.0
DOGE/USDT,S5,2026-04-29 12:00,LONG,range,n/a,TRANSITIONAL,0.10969,0.100129,0.128812,0.147934,2.0,-0.03,81.2,,3.78,1.86,,,,0,0.25,12.5,1307.3946,timeout,0.10943,timeout,240,-0.34
APT/USDT,S5,2026-05-01 04:00,LONG,range,n/a,RANGING,1.029,0.967708,1.151584,1.274168,2.0,-1.0,61.6,,8.55,2.58,,,,0,0.5,25.0,407.8836,sl,0.967708,stop_loss,78,-25.0
DASH/USDT,S5,2026-05-01 16:00,LONG,range,n/a,RANGING,36.83,35.109189,40.271622,43.713244,2.0,2.61,65.3,,5.48,2.12,,,,0,0.5,25.0,14.528,tp1+trail,41.318378,trail_stop,57,57.6
TRX/USDT,S5,2026-05-01 20:00,LONG,range,n/a,TRENDING,0.3268,0.324657,0.331086,0.335372,2.0,2.9,63.2,,1.56,0.39,,,,0,0.25,12.5,5832.9445,tp1+trail,0.333014,trail_stop,20,30.62
BTC/USDT,S5,2026-05-02 16:00,LONG,range,n/a,TRANSITIONAL,78487.67,77416.067539,80630.874922,82774.079844,2.0,1.06,63.2,,3.67,0.86,,,,0,0.25,12.5,0.0117,tp1+trail,79623.07754,trail_stop,38,19.18
ONDO/USDT,S5,2026-05-02 16:00,LONG,range,n/a,RANGING,0.2894,0.264289,0.339622,0.389844,2.0,2.36,75.1,,4.41,2.01,,,,0,0.5,25.0,995.5796,tp1+trail,0.348667,trail_stop,112,54.5
ZEC/USDT,S5,2026-05-02 16:00,LONG,range,n/a,TRENDING,375.07,366.913393,391.383214,407.696428,2.0,2.11,65.8,,16.81,2.51,,,,0,0.5,25.0,3.065,tp1+trail,392.296787,trail_stop,19,51.4
TON/USDT,S5,2026-05-05 00:00,LONG,range,n/a,TRENDING,1.653,1.389138,2.180724,2.708448,2.0,1.91,91.4,,8.19,2.4,,,,0,0.5,25.0,94.7465,tp1+trail,2.156416,trail_stop,29,48.85
ETH/USDT,S5,2026-05-05 04:00,LONG,range,n/a,TRANSITIONAL,2382.43,2297.622472,2552.045056,2721.660112,2.0,-1.0,63.6,,4.3,1.4,,,,0,0.25,12.5,0.1474,sl,2297.622472,stop_loss,58,-12.5
LINK/USDT,S5,2026-05-05 04:00,LONG,range,n/a,TRANSITIONAL,9.51,9.179676,10.170648,10.831296,2.0,1.63,67.8,,2.55,1.48,,,,0,0.25,12.5,37.8416,tp1+trail,10.049028,trail_stop,33,22.7
BNB/USDT,S5,2026-05-05 04:00,LONG,range,n/a,RANGING,627.81,617.351622,648.726756,669.643512,2.0,2.98,59.5,,1.6,0.84,,,,0,0.25,12.5,1.1952,tp1+trail,658.963244,trail_stop,32,31.12
OP/USDT,S5,2026-05-05 04:00,LONG,range,n/a,RANGING,0.1273,0.118918,0.144064,0.160828,2.0,1.87,60.0,,5.9,2.49,,,,0,0.5,25.0,2982.5817,tp1+trail,0.142954,trail_stop,42,48.34
ALT/USDT,S5,2026-05-05 04:00,LONG,range,n/a,TRENDING,0.00797,0.00756,0.00879,0.00961,2.0,-1.0,64.6,,4.59,1.77,,,,0,0.25,12.5,30487.8049,sl,0.00756,stop_loss,203,-12.5
SUI/USDT,S5,2026-05-05 04:00,LONG,range,n/a,TRANSITIONAL,0.9413,0.912236,0.999428,1.057556,2.0,2.6,59.5,,2.95,1.52,,,,0,0.25,12.5,430.0853,tp1+trail,1.016773,trail_stop,29,28.73
BTC/USDT,S5,2026-05-05 16:00,LONG,range,n/a,TRENDING,81525.19,79181.526272,86212.517456,90899.844912,2.0,-1.0,70.8,,3.29,1.07,,,,0,0.25,12.5,0.0053,sl,79181.526272,stop_loss,59,-12.5
ADA/USDT,S5,2026-05-05 20:00,LONG,range,n/a,RANGING,0.2587,0.254056,0.267988,0.277276,2.0,2.5,64.9,,3.37,1.35,,,,0,0.25,12.5,2691.6451,tp1+trail,0.270311,trail_stop,13,28.13
ICP/USDT,S5,2026-05-05 20:00,LONG,range,n/a,TRANSITIONAL,2.601,2.380859,3.041282,3.481564,2.0,1.62,78.1,,3.86,2.16,,,,0,0.5,25.0,113.5636,tp1+trail,2.956858,trail_stop,21,45.21
BCH/USDT,S5,2026-05-06 00:00,LONG,range,n/a,RANGING,461.4,450.970112,482.259776,503.119552,2.0,1.46,65.7,,3.45,1.18,,,,0,0.25,12.5,1.1985,tp1+trail,476.610336,trail_stop,5,21.62
SOL/USDT,S5,2026-05-06 04:00,LONG,range,n/a,RANGING,87.33,85.657922,90.674156,94.018312,2.0,2.66,70.4,,3.18,1.17,,,,0,0.25,12.5,7.4757,tp1+trail,91.775844,trail_stop,65,29.12
HBAR/USDT,S5,2026-05-06 04:00,LONG,range,n/a,RANGING,0.09132,0.088682,0.096596,0.101872,2.0,2.28,70.1,,2.35,1.13,,,,0,0.25,12.5,4738.4382,tp1+trail,0.097326,trail_stop,109,26.73
LTC/USDT,S5,2026-05-06 08:00,LONG,range,n/a,RANGING,57.16,55.777876,59.924248,62.688496,2.0,1.46,71.0,,2.28,0.99,,,,0,0.25,12.5,9.0441,tp1+trail,59.173627,trail_stop,108,21.61
TON/USDT,S5,2026-05-06 08:00,LONG,range,n/a,TRENDING,2.17,1.827658,2.854684,3.539368,2.0,1.7,94.6,,54.56,4.36,,,,0,1.5,75.0,219.0792,tp1+trail,2.751972,trail_stop,22,138.75
ADA/USDT,S5,2026-05-06 12:00,LONG,range,n/a,RANGING,0.2718,0.256324,0.302752,0.333704,2.0,-1.0,78.7,,5.04,1.53,,,,0,0.25,12.5,807.7022,sl,0.256324,stop_loss,234,-12.5
AVAX/USDT,S5,2026-05-06 12:00,LONG,range,n/a,RANGING,9.74,9.416785,10.38643,11.03286,2.0,-1.0,76.6,,6.07,1.5,,,,0,0.25,12.5,38.6739,sl,9.416785,stop_loss,26,-12.5
NEAR/USDT,S5,2026-05-06 12:00,LONG,range,n/a,TRANSITIONAL,1.482,1.292099,1.861802,2.241604,2.0,0.06,82.5,,4.39,2.15,,,,0,0.5,25.0,131.6475,timeout,1.493,timeout,240,1.45
INJ/USDT,S5,2026-05-06 12:00,LONG,range,n/a,TRENDING,3.901,3.789272,4.124456,4.347912,2.0,-1.0,67.0,,5.1,2.14,,,,0,0.5,25.0,223.7577,sl,3.789272,stop_loss,14,-25.0
RENDER/USDT,S5,2026-05-06 12:00,LONG,range,n/a,TRANSITIONAL,1.984,1.880856,2.190288,2.396576,2.0,-1.0,78.6,,8.85,2.03,,,,0,0.5,25.0,242.3796,sl,1.880856,stop_loss,146,-25.0
SUI/USDT,S5,2026-05-06 12:00,LONG,range,n/a,TRANSITIONAL,1.0301,0.968205,1.15389,1.27768,2.0,-1.0,84.7,,8.08,1.75,,,,0,0.25,12.5,201.9549,sl,0.968205,stop_loss,14,-12.5
SOL/USDT,S5,2026-05-09 20:00,LONG,range,n/a,TRANSITIONAL,93.51,91.033848,98.462304,103.414608,2.0,-1.0,70.2,,6.83,1.49,,,,0,0.25,12.5,5.0482,sl,91.033848,stop_loss,91,-12.5
LINK/USDT,S5,2026-05-09 20:00,LONG,range,n/a,TRANSITIONAL,10.45,10.18743,10.97514,11.50028,2.0,-1.0,66.7,,7.97,1.77,,,,0,0.25,12.5,47.6064,sl,10.18743,stop_loss,66,-12.5
ENA/USDT,S5,2026-05-09 20:00,LONG,range,n/a,TRENDING,0.1317,0.125373,0.144354,0.157008,2.0,-1.0,67.2,,18.95,3.69,,,,0,1.5,75.0,11853.9592,sl,0.125373,stop_loss,53,-75.0
BTC/USDT,S5,2026-05-14 12:00,SHORT,range,n/a,TRENDING,79258.27,80400.694725,76973.42055,74688.5711,2.0,-1.0,41.8,,3.41,1.02,,,,0,0.25,12.5,0.0109,sl,80400.694725,stop_loss,2,-12.5
APT/USDT,S5,2026-05-16 00:00,SHORT,range,n/a,TRENDING,0.988,1.016848,0.930304,0.872608,2.0,2.23,35.2,,12.21,2.8,,,,0,1.5,75.0,2599.8336,tp1+trail,0.923696,trail_stop,47,158.59
ENA/USDT,S5,2026-05-16 00:00,SHORT,range,n/a,TRENDING,0.111,0.114825,0.10335,0.0957,2.0,0.92,35.7,,12.06,3.47,,,,0,1.5,75.0,19607.8431,tp1+trail,0.107475,trail_stop,111,109.56
ONDO/USDT,S5,2026-05-16 00:00,SHORT,range,n/a,TRENDING,0.3632,0.379027,0.331546,0.299892,2.0,-1.0,38.5,,11.51,3.98,,,,0,1.5,75.0,4738.7376,sl,0.379027,stop_loss,69,-75.0
AAVE/USDT,S5,2026-05-16 04:00,SHORT,range,n/a,TRANSITIONAL,92.04,95.31445,85.4911,78.9422,2.0,1.94,35.0,,6.48,2.27,,,,0,0.5,25.0,7.6349,tp1+trail,85.68335,trail_stop,180,49.27
TAO/USDT,S5,2026-05-16 04:00,SHORT,range,n/a,TRANSITIONAL,282.7,293.412451,261.275098,239.850196,2.0,1.66,30.9,,9.53,2.48,,,,0,0.5,25.0,2.3337,tp1+trail,264.937351,trail_stop,66,45.73
ETH/USDT,S5,2026-05-16 08:00,SHORT,range,n/a,TRANSITIONAL,2194.81,2247.131227,2090.167546,1985.525092,2.0,1.38,31.6,,3.99,1.3,,,,0,0.25,12.5,0.2389,tp1+trail,2122.393683,trail_stop,59,21.15
OP/USDT,S5,2026-05-16 08:00,SHORT,range,n/a,TRENDING,0.1329,0.140447,0.117806,0.102712,2.0,0.7,29.1,,13.89,2.78,,,,0,0.5,25.0,3312.5745,timeout,0.1276,timeout,177,17.56
GMT/USDT,S5,2026-05-16 08:00,SHORT,range,n/a,TRENDING,0.01121,0.012008,0.009614,0.008018,2.0,-1.0,35.7,,14.25,3.88,,,,0,1.5,75.0,93984.9624,sl,0.012008,stop_loss,166,-75.0
ICP/USDT,S5,2026-05-16 08:00,SHORT,range,n/a,TRENDING,2.551,2.73573,2.18154,1.81208,2.0,-1.0,26.6,,27.13,3.9,,,,0,1.5,75.0,405.9979,sl,2.73573,stop_loss,143,-75.0
SUI/USDT,S5,2026-05-16 08:00,SHORT,range,n/a,TRENDING,1.07,1.15277,0.90446,0.73892,2.0,-1.0,30.9,,11.57,3.43,,,,0,1.5,75.0,906.1254,sl,1.15277,stop_loss,129,-75.0
